user_id,plan,signup_date,churn_date,monthly_fee,country
1359,Basic,2023-06-09,,399,UK
1360,Standard,2023-03-05,,399,UK
1361,Premium,2023-08-31,,799,
1362,Basic,2023-09-15,,399,
1363,Standard,2023-06-01,2023-12-11,199,India
1364,Standard,2023-08-03,,199,India
1365,Standard,2023-11-18,2023-09-25,199,UK
1366,Basic,2023-06-15,2023-11-29,399,
1367,Standard,2023-01-31,,799,India
1368,Premium,2023-08-20,2024-02-06,199,Germany
1369,Basic,2023-10-09,,199,
1370,Basic,2023-01-29,,799,US
1371,,2023-07-14,,799,
1372,Basic,2023-11-30,,399,Germany
1373,Premium,2023-09-13,2023-07-07,199,UK
1374,Standard,2023-10-08,,199,Australia
1375,Basic,2023-10-31,2023-05-19,199,Australia
1376,Premium,2023-11-17,,199,UK
1377,Basic,2023-11-19,,199,Germany
1378,Standard,2023-12-12,,399,India
1379,Basic,2023-10-21,,199,
1380,Standard,2023-03-28,,199,
1381,Basic,2023-05-29,,199,India
1382,Basic,2023-09-06,,399,Australia
1383,,2023-11-17,2023-02-08,399,UK
1384,Basic,2023-10-10,,399,UK
1385,Standard,2023-12-28,,199,US
1386,Basic,2023-07-17,,199,Australia
1387,Premium,2023-02-13,2023-12-17,199,UK
1388,Basic,2023-12-22,,199,US
1389,,2023-01-28,,799,India
1390,Standard,2023-01-17,2023-03-30,,Australia
1391,Basic,2023-05-07,,399,Australia
1392,Basic,2023-06-17,,799,UK
1393,Basic,2023-09-01,,399,UK
1394,Standard,2023-03-17,,199,Germany
1395,Basic,2023-08-19,,,India
1396,Premium,2023-07-23,2024-01-23,199,India
1397,Basic,2023-09-05,,399,
1398,Basic,2023-10-29,2023-08-10,199,US
1399,Standard,2023-08-02,,199,US
1400,Standard,2023-08-03,2023-06-15,399,Germany
1401,Basic,2023-06-07,2023-10-08,199,
1402,Basic,2023-03-10,,199,India
1403,Basic,2023-03-26,2024-02-13,199,US
1404,Standard,2023-09-24,2023-06-25,199,India
1405,Standard,2023-03-10,,,India
1406,Standard,2023-04-09,2024-01-12,799,
1407,Premium,2023-12-13,2024-01-17,399,US
1408,Premium,2023-08-04,,199,UK
1409,Standard,2023-06-10,,799,UK
1410,Premium,2023-04-04,,199,
1411,Basic,2023-06-23,,199,US
1412,Basic,2023-06-14,,199,Germany
1413,Basic,2023-04-25,,799,Australia
1414,Basic,2023-08-08,,199,
1415,Standard,2023-01-31,2023-03-29,199,India
1416,Premium,2023-01-11,,399,
1417,Basic,2023-12-09,,199,Australia
1418,Basic,2023-05-10,,399,
1419,Standard,2023-04-15,2023-07-26,399,US
1420,Premium,2023-01-27,2023-11-14,199,India
1421,Basic,2023-08-15,,199,Australia
1422,Standard,2023-01-02,2023-10-02,199,UK
1423,Basic,2023-12-25,,799,Germany
1424,Basic,2023-04-11,,799,
1425,,2023-01-21,,199,
1426,,2023-02-27,2023-03-19,199,Australia
1427,Basic,2023-06-29,,199,Germany
1428,,2023-12-07,,399,
1429,Standard,2023-12-15,,399,UK
1430,Premium,2023-01-20,2023-11-27,199,Australia
1431,Standard,2023-09-12,2024-01-21,399,US
1432,Standard,2023-11-13,,399,India
1433,Standard,2023-02-07,2023-05-10,799,UK
1434,Standard,2023-05-28,,199,Germany
1435,Basic,2023-01-25,,199,Germany
1436,Basic,2023-05-01,,199,UK
1437,Basic,2023-01-26,,799,US
1438,Standard,2023-06-18,2023-08-31,799,
1439,Basic,2023-11-19,2023-11-28,399,US
1440,Standard,2023-08-13,2024-03-20,199,
1441,,2023-01-01,,199,
1442,Basic,2023-11-03,,199,Germany
1443,Standard,2023-09-18,2023-07-14,399,
1444,Basic,2023-01-13,,199,UK
1445,Premium,2023-02-17,,199,
1446,Basic,2023-11-09,,399,UK
1447,Standard,2023-10-18,2024-03-05,199,India
1448,Premium,2023-11-28,2023-06-05,399,Germany
1449,Premium,2023-04-04,2023-11-28,199,US
1450,Standard,2023-09-18,,799,Australia
1451,Standard,2023-10-05,2023-05-31,399,US
1452,Standard,2023-12-25,,799,US
1453,Premium,2023-07-24,,399,Australia
1454,Standard,2023-07-04,,799,Germany
1455,Basic,2023-06-24,,799,
1456,Premium,2023-11-05,2023-04-28,399,India
1457,Standard,2023-03-10,,799,US
1458,Standard,2023-04-14,,199,
1459,Basic,2023-09-03,,199,US
1460,Standard,2023-06-10,,199,Germany
1461,Basic,2023-07-19,,399,Germany
1462,Standard,2023-08-04,2023-09-04,399,UK
1463,Basic,2023-07-31,2023-04-01,799,Germany
1464,Standard,2023-01-16,2023-11-28,199,Germany
1465,,2023-11-28,,199,US
1466,Basic,2023-07-24,2023-07-28,199,India
1467,,2023-12-31,,399,US
1468,Basic,2023-02-08,,199,
1469,Premium,2023-03-30,,799,Germany
1470,Premium,2023-09-13,,199,UK
1471,Standard,2023-09-11,,199,India
1472,Standard,2023-08-04,2023-08-08,799,UK
1473,Premium,2023-10-30,2023-07-12,399,Australia
1474,Basic,2023-06-21,,199,UK
1475,Basic,2023-05-17,2023-04-21,399,UK
1476,Standard,2023-06-27,2023-07-19,199,
1477,Premium,2023-03-18,,,Germany
1478,Premium,2023-07-07,2023-11-27,399,
1479,Premium,2023-01-15,,199,Germany
1480,Basic,2023-10-19,,399,
1481,Premium,2023-11-15,,199,Germany
1482,Basic,2023-11-21,,799,Germany
1483,Standard,2023-08-02,,799,Germany
1484,Basic,2023-07-27,2024-02-08,799,UK
1485,Basic,2023-06-18,2023-08-14,199,Australia
1486,Basic,2023-11-26,,199,Germany
1487,Basic,2023-10-07,,199,Australia
1488,Standard,2023-11-01,,399,Australia
1489,Basic,2023-05-26,,399,US
1490,Basic,2023-09-20,2023-08-21,399,US
1491,Basic,2023-01-04,,799,India
1492,Basic,2023-03-31,,199,
1493,Basic,2023-03-01,,199,US
1494,Basic,2023-11-07,,199,Germany
1495,Standard,2023-01-16,,199,Australia
1496,Standard,2023-08-15,,199,
1497,Standard,2023-01-29,,399,India
1498,Standard,2023-05-31,2023-03-18,199,US
1499,Basic,2023-09-02,,199,UK
1500,Premium,2023-09-27,2023-07-07,799,
1501,Standard,2023-03-20,2024-03-13,199,India
1502,Standard,2023-10-16,,399,Germany
1503,Basic,2023-06-02,,199,
1504,Basic,2023-10-04,2023-08-12,399,Australia
1505,Basic,2023-10-06,,799,Germany
1506,Basic,2023-02-26,2024-03-23,199,Germany
1507,Standard,2023-07-05,,399,
1508,Standard,2023-04-03,,799,UK
1509,Standard,2023-10-03,,399,UK
1510,Premium,2023-06-07,,199,
1511,Premium,2023-10-02,,199,
1512,Standard,2023-06-30,,399,
1513,,2023-12-25,,799,Australia
1514,Basic,2023-03-18,,199,US
1515,Basic,2023-05-31,,199,Germany
1516,Basic,2023-08-26,,199,
1517,Standard,2023-10-16,,199,US
1518,Premium,2023-08-19,2023-11-05,199,Australia
1519,Basic,2023-01-18,2023-12-13,199,Germany
1520,Premium,2023-03-14,,199,US
1521,Basic,2023-07-08,,199,Germany
1522,Premium,2023-01-17,,799,UK
1523,Basic,2023-01-19,,199,
1524,Basic,2023-08-07,,199,UK
1525,Standard,2023-11-22,2023-10-26,199,India
1526,Basic,2023-04-30,,799,Australia
1527,Basic,2023-04-11,,799,
1528,Basic,2023-02-03,,799,US
1529,Premium,2023-03-25,,199,Germany
1530,Standard,2023-07-15,2023-08-17,799,India
1531,Basic,2023-11-26,,199,Australia
1532,Standard,2023-07-21,,199,Australia
1533,Standard,2023-12-10,2023-09-11,399,Australia
1534,Basic,2023-12-07,,799,US
1535,Basic,2023-01-11,,799,
1536,Basic,2023-12-13,,799,UK
1537,Basic,2023-08-06,2023-10-20,799,India
1538,Standard,2023-09-10,,199,US
1539,Basic,2023-08-10,,199,Germany
1540,Standard,2023-03-21,,199,US
1541,Standard,2023-01-07,,799,Germany
1542,Basic,2023-09-29,,199,Germany
1543,Standard,2023-08-15,,799,Australia
1544,Basic,2023-01-16,,199,US
1545,,2023-01-12,,199,UK
1546,Standard,2023-10-18,2023-07-15,199,Germany
1547,Premium,2023-08-29,2023-07-29,199,Australia
1548,Standard,2023-01-21,2023-08-10,799,UK
1549,Basic,2023-06-27,2024-03-02,199,US
1550,Standard,2023-08-16,2023-09-03,199,UK
1551,,2023-09-30,2023-11-10,199,US
1552,Standard,2023-10-15,2024-01-17,199,Germany
1553,Premium,2023-10-24,,199,India
1554,Premium,2023-05-14,2023-05-17,199,India
1555,Basic,2023-10-10,,799,
1556,Basic,2023-06-02,2023-05-08,199,
1557,Standard,2023-03-07,,199,Germany
1558,Basic,2023-05-17,,399,UK
1559,Premium,2023-04-02,,199,US
1560,Premium,2023-11-13,,199,India
1561,Basic,2023-09-16,2024-02-02,399,US
1562,Basic,2023-04-13,,199,Germany
1563,Premium,2023-02-24,,399,UK
1564,Basic,2023-09-14,,399,US
1565,Premium,2023-04-11,,799,UK
1566,Basic,2023-07-17,,799,India
1567,Standard,2023-10-28,,199,US
1568,Basic,2023-08-14,2023-09-17,199,Australia
1569,Standard,2023-08-25,,199,India
1570,Standard,2023-01-26,2023-10-14,199,UK
1571,Standard,2023-05-01,,799,Germany
1572,Basic,2023-07-01,2023-03-14,799,Australia
1573,Standard,2023-07-18,2023-09-29,399,
1574,Premium,2023-10-29,,399,US
1575,Basic,2023-09-12,,199,
1576,Basic,2023-05-02,,399,India
1577,Basic,2023-01-31,2023-03-13,799,US
1578,Standard,2023-11-11,2023-05-05,399,US
1579,Standard,2023-10-12,,199,Australia
1580,Standard,2023-04-16,,399,Australia
1581,Basic,2023-08-12,,199,Australia
1582,Basic,2023-09-30,,399,Australia
1583,Standard,2023-08-20,,399,Germany
1584,Standard,2023-09-13,,199,UK
1585,,2023-01-24,,399,Australia
1586,Basic,2023-04-19,,799,India
1587,Standard,2023-07-10,,199,US
1588,Basic,2023-12-13,,799,
1589,Basic,2023-01-25,,399,Australia
1590,Standard,2023-07-06,,399,India
1591,Standard,2023-10-15,2023-10-11,799,Germany
1592,,2023-04-26,2023-08-06,399,India
1593,Basic,2023-12-04,,799,
1594,Basic,2023-02-06,2024-02-19,199,
1595,Standard,2023-10-09,2023-12-03,199,India
1596,Standard,2023-05-17,,399,Germany
1597,Basic,2023-08-15,,799,
1598,Basic,2023-11-16,,799,Germany
1599,Basic,2023-11-24,,399,US
1600,Premium,2023-07-01,,399,Australia
1601,Basic,2023-12-28,,199,
1602,Basic,2023-03-27,,,India
1603,Basic,2023-02-22,,199,UK
1604,Basic,2023-12-14,,399,UK
1605,Basic,2023-12-21,,399,US
1606,Standard,2023-08-23,2024-03-05,399,UK
1607,Basic,2023-09-24,2023-07-16,199,US
1608,Premium,2023-10-14,,,Australia
1609,Basic,2023-04-10,2023-10-28,399,US
1610,Standard,2023-03-28,,799,Germany
1611,Premium,2023-01-15,,199,Germany
1612,Standard,2023-04-11,,399,Germany
1613,Standard,2023-06-14,,399,
1614,Basic,2023-01-29,,399,Germany
1615,Basic,2023-04-24,2023-06-04,799,Germany
1616,Standard,2023-04-17,,199,Germany
1617,,2023-12-30,,199,Germany
1618,Standard,2023-05-10,,399,
1619,Standard,2023-03-25,,199,Germany
1620,Standard,2023-09-28,2023-07-10,,Germany
1621,Standard,2023-09-01,2023-04-27,199,Australia
1622,Basic,2023-08-02,2023-12-05,399,
1623,Standard,2023-11-02,,199,Germany
1624,,2023-06-15,,399,US
1625,Basic,2023-10-06,,199,Australia
1626,Standard,2023-02-28,,199,
1627,Basic,2023-03-31,,199,UK
1628,Standard,2023-11-27,,199,India
1629,Basic,2023-07-13,2023-09-13,,
1630,Standard,2023-05-03,2023-06-24,199,Australia
1631,Premium,2023-05-16,,399,Germany
1632,Basic,2023-05-19,,,Australia
1633,Standard,2023-08-17,,799,India
1634,Premium,2023-10-01,,,India
1635,Premium,2023-02-19,,,
1636,Basic,2023-04-28,2024-01-10,399,Germany
1637,Basic,2023-07-21,2023-10-05,399,Germany
1638,Basic,2023-07-10,,199,US
1639,,2023-12-30,,199,India
1640,Premium,2023-11-19,2024-01-27,799,Germany
1641,Standard,2023-06-30,2023-02-05,399,India
1642,Premium,2023-03-19,2023-03-02,399,US
1643,Standard,2023-03-16,,399,UK
1644,Standard,2023-10-22,,199,India
1645,Basic,2023-10-08,2023-08-15,799,US
1646,Premium,2023-01-21,2023-09-19,399,US
1647,Basic,2023-06-20,2023-11-22,199,US
1648,Premium,2023-01-15,,799,Australia
1649,Premium,2023-07-30,2024-03-19,199,
1650,Standard,2023-02-17,,799,Germany
1651,Basic,2023-03-27,2023-12-21,399,India
1652,Basic,2023-05-29,2023-06-14,199,
1653,Basic,2023-07-07,,799,Australia
1654,Basic,2023-11-02,,399,India
1655,Basic,2023-05-31,2023-02-12,199,
1656,Premium,2023-05-21,,199,Australia
1657,Standard,2023-03-10,,799,Germany
1658,Basic,2023-09-17,,199,US
1659,Basic,2023-11-30,,799,
1660,Basic,2023-01-09,,199,
1661,Standard,2023-05-01,,399,India
1662,Standard,2023-04-11,2023-02-03,799,US
1663,Premium,2023-05-29,,199,Germany
1664,Standard,2023-05-26,,399,India
1665,,2023-12-19,2023-07-27,799,UK
1666,Premium,2023-08-31,2023-09-21,799,UK
1667,Basic,2023-08-29,2023-10-16,399,UK
1668,Premium,2023-12-03,,399,Germany
1669,Basic,2023-02-12,,799,UK
1670,Premium,2023-04-05,,799,
1671,Basic,2023-08-14,2023-06-19,799,India
1672,Premium,2023-01-06,,199,
1673,Premium,2023-08-02,,,UK
1674,Premium,2023-07-25,,199,India
1675,Premium,2023-03-08,,199,
1676,Basic,2023-04-10,,199,Germany
1677,Basic,2023-01-12,,199,US
1678,Basic,2023-08-25,,199,
1679,Basic,2023-11-18,,199,Australia
1680,Standard,2023-09-15,,199,UK
1681,Basic,2023-12-03,,399,Australia
1682,,2023-05-15,2023-04-05,199,US
1683,Standard,2023-08-10,2023-11-09,199,Germany
1684,Premium,2023-06-05,2024-01-28,199,
1685,Basic,2023-05-22,,199,Germany
1686,Premium,2023-06-07,,199,US
1687,Premium,2023-11-22,2023-12-02,399,Australia
1688,Standard,2023-12-10,2023-08-23,,
1689,Standard,2023-09-19,,799,UK
1690,Premium,2023-10-10,,799,India
1691,Basic,2023-12-04,,199,Germany
1692,Standard,2023-12-10,,199,US
1693,Basic,2023-08-17,,199,
1694,Basic,2023-10-07,,799,Australia
1695,Basic,2023-12-24,,199,UK
1696,Basic,2023-10-17,2023-02-16,399,Australia
1697,Basic,2023-06-17,,199,UK
1698,Basic,2023-02-16,,199,
1699,,2023-07-22,,,India
1700,Standard,2023-08-02,,799,India
1701,,2023-09-03,,799,US
1702,Basic,2023-01-24,2023-08-18,399,US
1703,Basic,2023-11-17,,799,UK
1704,Standard,2023-10-01,2023-03-03,399,UK
1705,Basic,2023-02-13,2023-08-30,799,UK
1706,Basic,2023-11-28,2023-10-30,199,UK
1707,Standard,2023-11-09,,399,
1708,Basic,2023-12-29,,399,
1709,Standard,2023-06-05,,199,India
1710,Standard,2023-07-18,,799,US
1711,Basic,2023-06-11,,,US
1712,Basic,2023-08-22,,399,Germany
1713,Premium,2023-06-12,,199,US
1714,Standard,2023-04-26,,399,US
1715,Basic,2023-04-03,,799,Australia
1716,,2023-02-11,,399,Australia
1717,Basic,2023-10-11,,199,Germany
1718,Standard,2023-07-29,,399,UK
1719,,2023-07-25,2023-11-16,199,Germany
1720,Basic,2023-08-08,2023-11-17,799,Germany
1721,Basic,2023-10-07,,199,India
1722,Basic,2023-05-16,,399,
1723,Basic,2023-04-16,2023-09-21,799,US
1724,Basic,2023-04-28,,199,India
1725,Standard,2023-08-25,2024-03-13,199,
1726,Basic,2023-11-05,,199,US
1727,Standard,2023-04-10,,199,Germany
1728,,2023-09-18,,199,US
1729,Premium,2023-11-01,2023-07-31,,UK
1730,Standard,2023-12-20,2023-06-25,799,UK
1731,Basic,2023-10-13,,799,Germany
1732,Standard,2023-11-24,2023-03-21,799,Australia
1733,Standard,2023-04-13,,199,UK
1734,Basic,2023-03-04,,199,Germany
1735,Basic,2023-06-24,2023-05-13,199,India
1736,Premium,2023-10-09,2023-03-04,799,Australia
1737,Basic,2023-10-20,,399,UK
1738,Basic,2023-08-14,2023-04-29,199,Germany
1739,Basic,2023-01-07,2024-03-16,199,Germany
1740,Basic,2023-05-07,,399,India
1741,Premium,2023-04-02,,399,India
1742,Standard,2023-07-09,,799,Australia
1743,Premium,2023-12-25,2024-02-19,199,
1744,Basic,2023-02-22,,799,UK
1745,Basic,2023-08-30,,199,Germany
1746,Standard,2023-05-12,,399,Australia
1747,Basic,2023-12-30,,799,Australia
1748,Basic,2023-04-22,,799,India
1749,Premium,2023-01-07,,199,Germany
1750,Basic,2023-08-18,2024-01-06,199,US
1751,Standard,2023-06-05,,399,
1752,Basic,2023-07-16,,199,
1753,Basic,2023-11-19,,399,India
1754,Basic,2023-12-30,2023-12-11,799,Germany
1755,,2023-08-11,2023-09-28,199,Australia
1756,Premium,2023-09-07,,399,
1757,,2023-03-24,,199,Australia
1758,Standard,2023-08-28,,799,UK
1759,Basic,2023-12-26,2023-10-23,,US
1760,Standard,2023-11-19,2023-09-10,399,India
1761,Standard,2023-09-20,,199,
1762,Premium,2023-07-08,,799,UK
1763,Basic,2023-10-17,,399,UK
1764,Standard,2023-12-28,,199,US
1765,Basic,2023-02-27,,799,India
1766,Basic,2023-01-09,,,India
1767,Standard,2023-10-31,,399,Australia
1768,Standard,2023-04-25,,399,India
1769,Basic,2023-07-29,,199,UK
1770,Basic,2023-02-10,2023-09-23,399,Australia
1771,Standard,2023-10-31,,199,India
1772,Premium,2023-06-22,2023-07-02,199,US
1773,Premium,2023-08-22,,199,UK
1774,,2023-10-08,,199,Germany
1775,Premium,2023-03-19,2023-03-28,199,US
1776,Basic,2023-04-18,,399,US
1777,Standard,2023-10-08,2023-12-18,399,India
1778,Basic,2023-02-08,,399,Australia
1779,Basic,2023-04-29,,199,Australia
1780,Premium,2023-12-01,2024-02-09,199,UK
1781,Basic,2023-12-02,,799,India
1782,Premium,2023-01-27,2023-05-22,399,Australia
1783,Standard,2023-04-14,2023-02-14,,
1784,Standard,2023-03-15,,199,Germany
1785,Standard,2023-07-10,,399,
1786,Premium,2023-11-20,2024-03-17,199,India
1787,Standard,2023-05-27,,399,India
1788,Standard,2023-09-12,,799,Australia
1789,Basic,2023-10-11,,799,US
1790,Standard,2023-08-01,2023-10-26,,India
1791,Basic,2023-05-03,,199,US
1792,Standard,2023-07-25,,399,UK
1793,Standard,2023-08-28,,399,UK
1794,Standard,2023-12-05,,399,Australia
1795,Basic,2023-10-13,,199,UK
1796,Basic,2023-01-22,2023-05-24,799,
1797,Standard,2023-09-16,,799,
1798,Basic,2023-12-23,,199,
1799,Basic,2023-04-15,,199,Australia
1800,Basic,2023-09-15,,199,Australia
1801,,2023-07-23,,399,
1802,Standard,2023-11-06,,199,US
1803,Basic,2023-09-19,,799,
1804,Basic,2023-04-17,2023-10-09,399,US
1805,Basic,2023-09-08,,399,UK
1806,Premium,2023-08-09,,399,US
1807,Standard,2023-08-10,,199,India
1808,Basic,2023-09-15,,799,Germany
1809,Basic,2023-07-20,,399,India
1810,Basic,2023-09-15,,,India
1811,Standard,2023-12-15,,399,Australia
1812,Premium,2023-08-13,,399,Germany
1813,Basic,2023-07-21,,199,Australia
1814,Basic,2023-08-14,,399,US
1815,Basic,2023-08-24,2024-02-08,799,
1816,,2023-07-02,2023-06-21,799,US
1817,Basic,2023-07-19,,799,Germany
1818,Premium,2023-12-23,2023-05-24,199,UK
1819,Standard,2023-09-03,,,US
1820,Basic,2023-12-19,2023-11-16,,India
1821,Basic,2023-04-21,,199,Germany
1822,Basic,2023-01-06,2024-01-22,799,Germany
1823,Standard,2023-08-24,,199,US
1824,Premium,2023-05-07,,399,US
1825,Standard,2023-04-14,,199,Australia
1826,Standard,2023-08-25,,,Australia
1827,Basic,2023-06-04,,199,India
1828,,2023-09-14,,399,Germany
1829,Premium,2023-08-23,2023-02-24,199,UK
1830,Basic,2023-10-16,,199,UK
1831,,2023-02-09,,399,Germany
1832,Standard,2023-10-15,,199,India
1833,Standard,2023-07-16,2024-02-02,399,Australia
1834,Standard,2023-09-30,,,Australia
1835,Premium,2023-09-21,2023-12-06,799,Australia
1836,Standard,2023-02-26,,799,UK
1837,Basic,2023-10-25,,199,UK
1838,Basic,2023-04-08,2023-10-12,199,India
1839,Premium,2023-05-17,,399,UK
1840,Basic,2023-03-28,,199,US
1841,Basic,2023-08-30,,799,UK
1842,Basic,2023-07-18,2023-10-25,199,Australia
1843,Basic,2023-11-06,,799,India
1844,Standard,2023-03-25,2023-06-05,199,Germany
1845,Premium,2023-08-30,,799,Germany
1846,Basic,2023-10-08,,199,India
1847,Basic,2023-11-19,,199,US
1848,Basic,2023-09-09,2024-02-27,399,Germany
1849,Premium,2023-07-09,,199,Australia
1850,Standard,2023-06-01,2023-10-07,399,Germany
1851,Basic,2023-10-29,,399,Germany
1852,Premium,2023-10-05,2023-11-13,199,Australia
1853,Premium,2023-05-19,,799,UK
1854,Premium,2023-06-25,2023-12-30,399,US
1855,Premium,2023-01-08,2023-03-24,399,Australia
1856,Basic,2023-10-22,2024-02-02,399,Australia
1857,Premium,2023-08-23,,399,
1858,Standard,2023-06-12,2023-03-14,199,India
1859,Premium,2023-02-18,,199,US
1860,Standard,2023-10-29,,399,UK
1861,Premium,2023-02-07,,199,
1862,Standard,2023-05-16,,199,Australia
1863,Basic,2023-11-06,2023-07-15,399,
1864,Standard,2023-08-07,,399,UK
1865,,2023-12-14,2023-03-13,199,
1866,Premium,2023-10-23,,199,
1867,Basic,2023-02-03,2024-02-14,199,
1868,Basic,2023-12-18,,199,Australia
1869,Basic,2023-03-20,,199,Australia
1870,Standard,2023-08-24,,199,India
1871,Premium,2023-09-30,2023-07-25,,Germany
1872,Basic,2023-06-10,,399,US
1873,Standard,2023-06-24,2023-04-07,199,India
1874,Premium,2023-11-04,,199,UK
1875,Standard,2023-08-09,,399,
1876,Standard,2023-01-09,,199,Australia
1877,Standard,2023-10-16,,799,
1878,Standard,2023-04-23,,799,Australia
1879,Basic,2023-07-24,,399,US
1880,Standard,2023-07-05,,199,India
1881,Standard,2023-12-07,,799,India
1882,Premium,2023-07-16,,,UK
1883,Standard,2023-09-23,2023-04-06,399,India
1884,Premium,2023-09-19,,399,India
1885,Basic,2023-09-05,,199,Germany
1886,Standard,2023-04-25,2024-03-05,199,US
1887,Basic,2023-05-01,,399,
1888,Basic,2023-05-21,,799,India
1889,Standard,2023-03-06,2023-04-23,399,UK
1890,,2023-10-03,,799,
1891,Basic,2023-11-09,,199,Australia
1892,Basic,2023-08-27,,199,India
1893,Premium,2023-10-29,,399,India
1894,Basic,2023-01-10,,199,
1895,Standard,2023-08-21,2024-01-15,399,Australia
1896,Standard,2023-07-14,,199,Germany
1897,Standard,2023-01-12,,799,US
1898,Basic,2023-06-26,,799,Germany
1899,Basic,2023-06-26,,399,UK
1900,Premium,2023-08-05,,199,
1901,Standard,2023-01-11,,399,India
1902,Basic,2023-04-28,,,Germany
1903,Premium,2023-06-13,,399,US
1904,Basic,2023-02-08,,199,UK
1905,Standard,2023-02-22,,199,Germany
1906,Basic,2023-08-06,,199,India
1907,,2023-07-25,2023-05-15,199,US
1908,Basic,2023-11-08,,799,India
1909,Basic,2023-12-26,,799,India
1910,Basic,2023-02-25,,199,UK
1911,Basic,2023-04-28,,199,US
1912,Premium,2023-09-10,,199,Australia
1913,,2023-10-13,2024-03-05,799,India
1914,Basic,2023-09-25,,399,US
1915,Basic,2023-10-18,,399,India
1916,Standard,2023-11-29,2023-11-13,199,Germany
1917,Premium,2023-06-29,2024-02-08,399,Germany
1918,Standard,2023-12-24,,199,US
1919,Basic,2023-08-23,,199,UK
1920,Basic,2023-12-09,,399,Australia
1921,Standard,2023-07-15,,399,Germany
1922,Basic,2023-11-04,,199,UK
1923,Standard,2023-03-21,,199,Australia
1924,Basic,2023-05-15,,199,Germany
1925,Premium,2023-01-22,2023-08-04,199,Australia
1926,Basic,2023-11-27,,399,
1927,Standard,2023-08-13,,799,India
1928,Standard,2023-02-27,,199,US
1929,Standard,2023-04-03,,199,Germany
1930,Basic,2023-07-11,,199,Germany
1931,Standard,2023-04-13,2023-11-10,399,India
1932,Standard,2023-01-07,2023-02-03,199,Germany
1933,Standard,2023-05-08,2023-06-17,399,Germany
1934,Standard,2023-02-24,2023-07-28,199,
1935,Standard,2023-08-19,,399,Germany
1936,Premium,2023-12-28,2023-09-24,799,Germany
1937,Basic,2023-03-03,2023-02-17,799,Germany
1938,Premium,2023-08-28,,,UK
1939,Standard,2023-03-31,,799,Germany
1940,Basic,2023-08-20,2023-11-29,799,India
1941,Basic,2023-08-21,,199,
1942,Basic,2023-12-20,,199,Germany
1943,Premium,2023-11-29,2024-03-21,199,Australia
1944,Standard,2023-10-19,2024-03-19,399,
1945,Premium,2023-12-11,,799,
1946,Standard,2023-06-01,,199,Australia
1947,Basic,2023-05-25,,399,India
1948,Basic,2023-05-10,2024-03-25,399,UK
1949,Basic,2023-05-21,,799,India
1950,Basic,2023-04-03,,399,UK
1951,Basic,2023-04-24,2023-02-08,,US
1952,Basic,2023-10-11,,199,Australia
1953,Standard,2023-05-23,,199,
1954,Standard,2023-08-11,,399,
1955,,2023-08-20,,199,
1956,Premium,2023-02-02,,199,Australia
1957,Standard,2023-10-03,,399,Australia
1958,Basic,2023-06-19,,799,UK
1959,Standard,2023-05-20,2024-03-25,399,
1960,Premium,2023-12-23,,199,India
1961,Basic,2023-07-20,2023-02-28,399,UK
1962,Basic,2023-01-23,2023-06-23,199,
1963,Premium,2023-08-12,,199,Australia
1964,Basic,2023-09-27,,399,Australia
1965,Standard,2023-12-13,,199,Australia
1966,Standard,2023-06-02,,199,
1967,Basic,2023-11-29,2024-01-13,799,Australia
1968,Basic,2023-03-26,,199,US
1969,Basic,2023-04-19,,,Australia
1970,Basic,2023-01-31,,399,
1971,Basic,2023-08-17,,,UK
1972,Premium,2023-08-28,,199,Australia
1973,Basic,2023-12-29,,399,Germany
1974,Standard,2023-11-06,,199,US
1975,Basic,2023-05-21,2023-06-28,799,
1976,Premium,2023-06-05,,199,Australia
1977,Basic,2023-10-26,,199,Germany
1978,Basic,2023-12-11,,799,
1979,Premium,2023-04-09,,199,UK
1980,Premium,2023-02-16,,199,US
1981,Basic,2023-11-23,,199,Australia
1982,Premium,2023-03-08,,399,UK
1983,Standard,2023-03-03,,199,
1984,Standard,2023-04-19,,199,Germany
1985,Basic,2023-06-16,,199,
1986,Basic,2023-02-06,,399,
1987,Standard,2023-04-29,2023-04-04,799,US
1988,Standard,2023-03-27,,199,Australia
1989,Basic,2023-02-21,2024-02-01,199,UK
1990,Standard,2023-04-01,,199,US
1991,Premium,2023-10-16,,199,Germany
1992,Basic,2023-12-03,,199,Australia
1993,Standard,2023-10-25,,399,US
1994,Basic,2023-07-23,,399,Germany
1995,Premium,2023-08-26,2024-02-14,799,Germany
1996,Standard,2023-06-04,,199,UK
1997,,2023-08-28,,399,
1998,Basic,2023-05-16,,399,Germany
1999,Basic,2023-12-28,,399,Germany
2000,Basic,2023-03-05,,799,
2001,Basic,2023-05-03,,199,India
2002,Basic,2023-09-11,,199,Germany
2003,Premium,2023-04-24,,399,Australia
2004,Basic,2023-01-20,2023-08-05,199,US
2005,Basic,2023-01-16,,199,
2006,Premium,2023-05-25,,199,
2007,Basic,2023-07-27,2024-01-31,199,
2008,Premium,2023-01-19,2023-09-14,399,Australia
2009,Basic,2023-06-15,,199,
2010,Standard,2023-02-07,,199,Australia
2011,Basic,2023-06-30,2023-05-28,399,UK
2012,Basic,2023-12-15,,399,India
2013,Premium,2023-04-15,,,
2014,Basic,2023-04-10,2024-03-17,199,India
2015,Standard,2023-03-31,2024-01-21,,
